Номенклатура;Артикул;Наименование;НаименованиеПолное;БазоваяЕдиницаИзмерения;ВидНоменклатуры;ДополнительноеОписание;Актуальность;АктуальностьЦифра;Изображение;ИзображениеОборота;Количество;Формат;Дата первого прихода;Поставщик;Код цены;Отделка;Наличие текста;Количество в упаковке;Лицензия;Розничная цена;Оптовая цена;Родитель1;Родитель2;Родитель3;Родитель4;Родитель5
f5698709-a5f0-11df-b3d7-001d60809b24;30,677,90;С юбилеем! 90;С юбилеем! 90;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011530677.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011530677.back.jpg;24;гигант;03.08.2010;Империя поздравлений ООО;770;термография, конгрев;есть;10;;48;23,6;Юбилей;Поздравительные;Открытки;;
f56986ff-a5f0-11df-b3d7-001d60809b24;30,662,00;С юбилеем!;С юбилеем!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860014630662.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860014630662.back.jpg;8;максиформат;03.08.2010;Империя поздравлений ООО;880;термография;есть;1;;248;122;Юбилей;Поздравительные;Открытки;;
f56986ed-a5f0-11df-b3d7-001d60809b24;30,566,00;С юбилеем;С юбилеем;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860042930566.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860042930566.back.jpg;6;еврогигант;03.08.2010;Империя поздравлений ООО;673;фольга, конгрев, выборочный лак;есть;1;;149;73,2;Юбилей;Поздравительные;Открытки;;
f56986d3-a5f0-11df-b3d7-001d60809b24;28,038,00;С Днем ангела!;С Днем ангела!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009228038.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009228038.back.jpg;28;средний;03.08.2010;Империя поздравлений ООО;475;блестки, конгрев;есть;10;;25;11,6;С днем ангела;Адресные;Открытки;;
f56986cf-a5f0-11df-b3d7-001d60809b24;28,026,00;С выходом на пенсию;С выходом на пенсию;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860013928026.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860013928026.back.jpg;15;максиформат;03.08.2010;Империя поздравлений ООО;870;термография, конгрев;есть;10;;143;70,3;Прочие адресные открытки;Адресные;Открытки;;
f56986cd-a5f0-11df-b3d7-001d60809b24;28,016,00;С новосельем;С новосельем;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860013928016.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860013928016.back.jpg;27;максиформат;03.08.2010;Империя поздравлений ООО;870;термография, конгрев;есть;10;;143;70,3;С новосельем;Поздравительные;Открытки;;
f56986c5-a5f0-11df-b3d7-001d60809b24;25,102,00;Поздравляю!;Поздравляю!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860019125102.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860019125102.back.jpg;22;средний;03.08.2010;Империя поздравлений ООО;485;без отделки;есть;10;;35;17,3;Поздравляю (ем);Поздравительные;Открытки;;
ee72a19b-a5f0-11df-b3d7-001d60809b24;20,492,00;Поздравляем!;Поздравляем!;шт;Открытки;;больше месяца;4;;;14;средний;03.08.2010;Империя поздравлений ООО;475;термография;есть;10;;25;11,6;Поздравляю (ем);Поздравительные;Открытки;;
ee72a197-a5f0-11df-b3d7-001d60809b24;20,490,00;Поздравляем!;Поздравляем!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009220490.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009220490.back.jpg;16;средний;03.08.2010;Империя поздравлений ООО;475;термография, конгрев;есть;10;;25;11,6;Поздравляю (ем);Поздравительные;Открытки;;
ee72a193-a5f0-11df-b3d7-001d60809b24;20,488,00;Поздравляем!;Поздравляем!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009220488.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009220488.back.jpg;6;средний;03.08.2010;Империя поздравлений ООО;475;термография, конгрев;есть;10;;25;11,6;Поздравляю (ем);Поздравительные;Открытки;;
ee72a18b-a5f0-11df-b3d7-001d60809b24;20,484,00;Поздравляем!;Поздравляем!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009220484.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009220484.back.jpg;5;средний;03.08.2010;Империя поздравлений ООО;475;термография, конгрев;есть;10;;25;11,6;Поздравляю (ем);Поздравительные;Открытки;;
ee72a185-a5f0-11df-b3d7-001d60809b24;20,471,00;Поздравляем!;Поздравляем!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011520471.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011520471.back.jpg;21;гигант;03.08.2010;Империя поздравлений ООО;770;термография, конгрев;есть;10;;48;23,6;Поздравляю (ем);Поздравительные;Открытки;;
ee72a0eb-a5f0-11df-b3d7-001d60809b24;11,150,00;набор для украшения зала и проведения весёлого дня;набор для украшения зала и проведения весёлого дня;шт;Товары для праздника;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860058011150.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860058011150.back.jpg;10;набор/комплект;03.08.2010;Империя поздравлений ООО;999;без отделки;есть;1;;260;155;Наборы для праздника;Открытки;;;
ee72a0e5-a5f0-11df-b3d7-001d60809b24;10,883,00;С днем рождения;С днем рождения;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860042910883.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860042910883.back.jpg;7;еврогигант;03.08.2010;Империя поздравлений ООО;673;фольга, конгрев, выборочный лак;есть;1;;149;73,2;С днем рождения;Поздравительные;Открытки;;
ee72a0e1-a5f0-11df-b3d7-001d60809b24;08,065,02;Поздравляем!;Поздравляем!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508065.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508065.back.jpg;10;конверт для денег;03.08.2010;Империя поздравлений ООО;445;термография;есть;10;;18;8,8;Конверты поздравления;Конверты для денег;Открытки;;
e768b0bf-a5f0-11df-b3d7-001d60809b24;08,064,07;С Днем свадьбы!;С Днем свадьбы!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508064.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508064.back.jpg;16;конверт для денег;03.08.2010;Империя поздравлений ООО;445;термография;есть;10;;18;8,8;Конверты для денег;Свадьба;;;
e768b0b7-a5f0-11df-b3d7-001d60809b24;08,060,28;С крестинами;С крестинами;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508060.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508060.back.jpg;6;конверт для денег;03.08.2010;Империя поздравлений ООО;445;термография;есть;10;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
ee72a0e3-a5f0-11df-b3d7-001d60809b24;10,689,02;с новорожденным;с новорожденным;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860013910689.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860013910689.back.jpg;4;максиформат;03.08.2010;Империя поздравлений ООО;870;термография, конгрев;есть;10;;143;70,3;Открытки с новорожденным;С новорожденным;Поздравительные;Открытки;
e768b0a1-a5f0-11df-b3d7-001d60809b24;08,049,07;С Днем свадьбы!;С Днем свадьбы!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508049.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508049.back.jpg;8;конверт для денег;03.08.2010;Империя поздравлений ООО;445;термография;есть;10;;18;8,8;Конверты для денег;Свадьба;;;
e768b08b-a5f0-11df-b3d7-001d60809b24;08,036,02;Поздравляем!;Поздравляем!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508036.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508036.back.jpg;7;конверт для денег;03.08.2010;Империя поздравлений ООО;445;блестки;есть;10;;18;8,8;Конверты поздравления;Конверты для денег;Открытки;;
